request_id,prof_email,prof_name,university,status,Contributor,Email,Profession,Designation,Date,Time,Main_Location,Location,Latitude,Longitude,Water_Temp,Salinity,Transparency,Color,Odour,Turbidity,TSS,pH,DO,BOD,COD,NH4_N,NO3_N,NO2_N,PO4,SO4,Fecal_Coliform,Total_Coliform,Phytoplankton,Zooplankton,Productivity,Coastal_Villages,Panchayats,Population,Fishermen,Fish_Catch,Landing_Centers,Shoreline_Status,Water_Body_Type,Water_Bodies,Industrial_Est,Tourism_Status,Tourist_Inflow,Optimum_Season,TDS,Chlorophyll,BGA,Wind_Speed,Wind_Direction,Precipitation,Humidity,Air_Temp,created_at,Verified_By
4b37d907-4224-4572-980e-8837b2c34356,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:31.017885,
62bc36c9-4a87-4dc2-9786-5cff0ab0b161,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:43.471089,
ad0e9818-9067-4fb9-bb15-58641303c4fa,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:43.704377,
30006390-feb4-4e1d-81b0-5adb9623227d,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:43.884726,
52d56467-e5a5-4d3e-8998-870760c076fe,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:44.061894,
95f2595b-eb78-44e2-9411-74fdf019361b,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 10:58:44.294866,
79ac2d5e-b168-4ddf-8bb1-33968b060e2f,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,10:51:00,Thrissur Coast,,10.5276,76.2144,36.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 11:00:12.503885,
177b7152-108c-429c-9fd1-55acfd572da5,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Official,Fisheries Officer,2026-02-19,07:30:00,Kochi (Ernakulam) Coast,Cherai,9.9312,76.2673,36.0,24.0,0.0,,,0.0,0.0,7.41,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,15,3,125486,65282,,0,Stable,River,1,0,Active,0,,,,,,,,,,2026-02-19 11:01:19.955991,
51a8f7da-04f9-4a49-9b00-be258813cdc4,fringbrba@gmail.com,Sujesh,KTU,pending,Test User,test@nccr.gov.in,Official,Fisheries Officer,2026-02-19,07:30:00,Kochi (Ernakulam) Coast,Cherai,9.9312,76.2673,36.0,24.0,0.0,,,0.0,0.0,7.41,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,15,3,125486,65282,,0,Stable,River,1,0,Active,0,,,,,,,,,,2026-02-19 11:03:47.441266,
35013406-b84e-4045-a028-48d08c83dca0,aromal.vasanth.dev@gmail.com,Aswin,SNDP,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,11:08:00,Thiruvananthapuram Coast,,8.5241,76.9366,36.0,24.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 11:09:38.192450,
ba8c13ff-4679-45a7-a48a-73377b96095b,aromal.vasanth.dev@gmail.com,Suresh,KTU,pending,Test User,test@nccr.gov.in,Student,intern,2026-02-19,11:31:00,South Goa Coast,Panaji,15.2,73.95,36.0,28.0,0.0,,,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 11:32:51.686256,
10616c15-7374-4e2d-9dd5-b9eff9b51ef4,aromal.vasanth.dev@gmail.com,Suresh,KTU,pending,Test User,test@nccr.gov.in,Student,intern,2026-02-19,11:31:00,South Goa Coast,Panaji,15.2,73.95,36.0,28.0,1.0,,,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,15,2,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 11:50:59.756758,
5c7e1452-b49d-4f04-99ea-8b5325cbd621,aromal.vasanth.dev@gmail.com,Suresh,KTU,pending,Test User,test@nccr.gov.in,Student,intern,2026-02-19,11:31:00,South Goa Coast,Panaji,15.2,73.95,36.0,28.0,1.0,,,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,15,2,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 12:06:20.055122,
c7fd3977-7916-4953-a05c-3379b19f1951,aromal.vasanth.dev@gmail.com,Suresh,KTU,pending,Test User,test@nccr.gov.in,Student,intern,2026-02-19,11:31:00,South Goa Coast,Panaji,15.2,73.95,36.0,28.0,1.0,,,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,102,20,0,0,15.0,0,Stable,Estuary,2,0,Active,0,,,,,,,,,,2026-02-19 12:07:26.119308,
5c94a895-19d9-449e-95f4-e18a0a06f38e,aromal.vasanth.dev@gmail.com,Suresh,SNDP,pending,Test User,test@nccr.gov.in,Researcher,intern,2026-02-19,12:40:00,Kochi (Ernakulam) Coast,,9.9312,76.2673,32.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 12:41:27.830638,
b08ce187-330c-4d9e-950d-5cda861aa042,aromal.vasanth.dev@gmail.com,Suresh,SNDP,pending,Test User,test@nccr.gov.in,Researcher,intern,2026-02-19,12:40:00,Kochi (Ernakulam) Coast,,9.9312,76.2673,32.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 12:41:32.375387,
73081534-38c8-4906-a6f9-2d9c0167bfdd,aromal.vasanth.dev@gmail.com,Annamalai,Madras university,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,14:15:00,Thiruvarur Coast,,10.7,79.6,36.0,29.0,0.0,,,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 14:26:23.346697,
fdd426eb-6c59-43c9-8100-29e86c5272cc,aromal.vasanth.dev@gmail.com,Annamalai,Madras university,pending,Test User,test@nccr.gov.in,Student,,2026-02-19,14:15:00,Thiruvarur Coast,,10.7,79.6,36.0,29.0,0.0,,,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,0,0,0,0,,0,Stable,Estuary,0,0,Active,0,,,,,,,,,,2026-02-19 14:59:47.522387,
